event_id,order_id,event_date,created_at,event_time,customer_id,buyer_email,buyer_phone,currency,total_amount,total_amount_ngn,state,city,country,vendor,event_type
c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,{'$date': '2026-02-17T00:16:32.832Z'},,{'$date': '2026-02-17T00:16:32.832Z'},,,,NGN,0,0,,,,unknown,historical_order
c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,{'$date': '2026-02-17T00:16:32.832Z'},,{'$date': '2026-02-17T00:16:32.832Z'},,,,NGN,0,0,,,,unknown,historical_order
c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,{'$date': '2026-02-17T00:16:32.832Z'},,{'$date': '2026-02-17T00:16:32.832Z'},,,,NGN,0,0,,,,unknown,historical_order
c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,c6ada6bdd20277907518d23a443c11066703883fafb9babc247458e974cab964,{'$date': '2026-02-17T00:16:32.832Z'},,{'$date': '2026-02-17T00:16:32.832Z'},,,,NGN,0,0,,,,unknown,historical_order
65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,{'$date': '2026-02-17T00:16:32.860Z'},,{'$date': '2026-02-17T00:16:32.860Z'},,,,NGN,0,0,,,,unknown,historical_order
65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,{'$date': '2026-02-17T00:16:32.860Z'},,{'$date': '2026-02-17T00:16:32.860Z'},,,,NGN,0,0,,,,unknown,historical_order
65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,65b1c7e3c3754692fa53e6d26b583ca82a60cbe0875e9a160160c81e0df0b1cc,{'$date': '2026-02-17T00:16:32.860Z'},,{'$date': '2026-02-17T00:16:32.860Z'},,,,NGN,0,0,,,,unknown,historical_order
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,{'$date': '2026-02-17T00:16:32.876Z'},,{'$date': '2026-02-17T00:16:32.876Z'},,,,NGN,0,0,,,,unknown,historical_order
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,{'$date': '2026-02-17T00:16:32.876Z'},,{'$date': '2026-02-17T00:16:32.876Z'},,,,NGN,0,0,,,,unknown,historical_order
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,{'$date': '2026-02-17T00:16:32.876Z'},,{'$date': '2026-02-17T00:16:32.876Z'},,,,NGN,0,0,,,,unknown,historical_order
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,{'$date': '2026-02-17T00:16:32.876Z'},,{'$date': '2026-02-17T00:16:32.876Z'},,,,NGN,0,0,,,,unknown,historical_order
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,{'$date': '2026-02-17T00:16:32.876Z'},,{'$date': '2026-02-17T00:16:32.876Z'},,,,NGN,0,0,,,,unknown,historical_order
51f122c636a2e5268ff6ee7c164f8567f2843e2ed0efc9c34f3fbcf208af2d1c,51f122c636a2e5268ff6ee7c164f8567f2843e2ed0efc9c34f3fbcf208af2d1c,{'$date': '2026-02-17T00:16:32.888Z'},,{'$date': '2026-02-17T00:16:32.888Z'},,,,NGN,0,0,,,,unknown,historical_order
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,{'$date': '2026-02-17T00:16:32.905Z'},,{'$date': '2026-02-17T00:16:32.905Z'},,,,NGN,0,0,,,,unknown,historical_order
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,{'$date': '2026-02-17T00:16:32.905Z'},,{'$date': '2026-02-17T00:16:32.905Z'},,,,NGN,0,0,,,,unknown,historical_order
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,{'$date': '2026-02-17T00:16:32.905Z'},,{'$date': '2026-02-17T00:16:32.905Z'},,,,NGN,0,0,,,,unknown,historical_order
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,{'$date': '2026-02-17T00:16:32.905Z'},,{'$date': '2026-02-17T00:16:32.905Z'},,,,NGN,0,0,,,,unknown,historical_order
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,{'$date': '2026-02-17T00:16:32.905Z'},,{'$date': '2026-02-17T00:16:32.905Z'},,,,NGN,0,0,,,,unknown,historical_order
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,{'$date': '2026-02-17T00:16:32.915Z'},,{'$date': '2026-02-17T00:16:32.915Z'},,,,NGN,0,0,,,,unknown,historical_order
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,{'$date': '2026-02-17T00:16:32.915Z'},,{'$date': '2026-02-17T00:16:32.915Z'},,,,NGN,0,0,,,,unknown,historical_order
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,{'$date': '2026-02-17T00:16:32.915Z'},,{'$date': '2026-02-17T00:16:32.915Z'},,,,NGN,0,0,,,,unknown,historical_order
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,{'$date': '2026-02-17T00:16:32.922Z'},,{'$date': '2026-02-17T00:16:32.922Z'},,,,NGN,0,0,,,,unknown,historical_order
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,{'$date': '2026-02-17T00:16:32.922Z'},,{'$date': '2026-02-17T00:16:32.922Z'},,,,NGN,0,0,,,,unknown,historical_order
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,{'$date': '2026-02-17T00:16:32.922Z'},,{'$date': '2026-02-17T00:16:32.922Z'},,,,NGN,0,0,,,,unknown,historical_order
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,{'$date': '2026-02-17T00:16:32.922Z'},,{'$date': '2026-02-17T00:16:32.922Z'},,,,NGN,0,0,,,,unknown,historical_order
